Spend per Month
"Dec 01, 2018 - Oct 08, 2020"
"2020-Oct","0"
"2020-Sep","0"
"2020-Aug","0"
"2020-Jul","6.29"
"2020-Jun","0"
"2020-May","0"
"2020-Apr","0"
"2020-Mar","0"
"2020-Feb","0"
"2020-Jan","513514.26"
"2019-Dec","69.81"
"2019-Nov","0"
"2019-Oct","59.53"
"2019-Sep","52.29"
"2019-Aug","692.49"
"2019-Jul","111.26"
"2019-Jun","54.17"
"2019-May","39.75"
"2019-Apr","220.42"
"2019-Mar","40.33"
"2019-Feb","137.19"
"2019-Jan","294.51"
"2018-Dec","4449.12"
